time/episodes,time/total timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success rate,time/time_elapsed,time/fps,train/n_updates,train/learning_rate,train/critic_loss,train/actor_loss
1079,3835002,3356.28,-17211.42071827,0.0,43254,88,3671002,0.001,1004.1961852612138,589.9733129993283
1080,3839002,3356.28,-17348.76075225,0.0,43353,88,3675002,0.001,1040.3733814239501,592.451785003662
1081,3843002,3356.28,-17539.593565720003,0.0,43452,88,3679002,0.001,1018.2431930541992,594.3130137329101
1082,3847002,3356.28,-17707.136663,0.0,43552,88,3683002,0.001,1006.547984664917,591.2946054077148
1083,3849354,3339.8,-17721.138519250002,0.0,43630,88,3687002,0.001,1006.5692204284668,589.9900203247071
1084,3853354,3339.8,-17771.04456632,0.0,43702,88,3689354,0.001,1024.136015314634,589.08528054166
1085,3854506,3311.32,-17456.493678930005,0.0,43766,88,3693354,0.001,1034.061162475586,589.977960784912
1086,3858506,3311.32,-17425.13416869,0.0,43825,88,3694506,0.001,1023.3532033496433,589.5861818525526
1087,3862506,3311.32,-17660.04599755,0.0,43922,87,3698506,0.001,1017.680202468872,590.517027770996
1088,3866506,3311.32,-17806.15177077,0.0,44018,87,3702506,0.001,992.5323130493164,589.9174724121094
1089,3867112,3277.38,-17623.936702580002,0.0,44077,87,3706506,0.001,989.3114019622802,588.1777690734863
1090,3871112,3277.38,-17594.30166755,0.0,44130,87,3707112,0.001,1003.655994478232,586.9601982292955
1091,3875112,3277.38,-17598.27934551,0.0,44227,87,3711112,0.001,1020.651604171753,586.3391257324218
1092,3876757,3253.83,-17483.439782960002,0.0,44296,87,3715112,0.001,1019.63183102417,587.2420054626465
1093,3880757,3253.83,-17453.997840559998,0.0,44363,87,3716757,0.001,1000.7882743487604,586.9015439815474
1094,3884757,3253.83,-17299.49164967,0.0,44458,87,3720757,0.001,993.9616575164795,585.9191566162109
1095,3888757,3253.83,-17342.285810569996,0.0,44561,87,3724757,0.001,998.9288373718261,587.5166358337402
1096,3892314,3249.4,-17093.20644933,0.0,44652,87,3728757,0.001,995.0354842834473,588.2826924133301
1097,3896314,3249.4,-17218.56345117,0.0,44745,87,3732314,0.001,1011.5746228483778,589.9827848266121
1098,3900314,3249.4,-17122.728380319997,0.0,44842,86,3736314,0.001,1001.5154872131347,590.9111521911622
1099,3904314,3249.4,-17419.89213772,0.0,44945,86,3740314,0.001,1028.6891883392334,592.0603925476074
1100,3905918,3251.23,-17411.26905747,0.0,45017,86,3744314,0.001,1009.653846572876,595.0152362976074
1101,3909918,3251.23,-17507.51625406,0.0,45085,86,3745918,0.001,1049.467789685637,594.9547686874123
1102,3913918,3256.8,-17648.92179077,0.0,45190,86,3749918,0.001,1041.7834705352784,596.0177656555176
1103,3917918,3294.48,-17713.34493572,0.0,45287,86,3753918,0.001,1015.0566110534668,597.1351437683105
1104,3921918,3294.48,-17796.0321918,0.0,45393,86,3757918,0.001,993.1237729949951,595.9700584106446
1105,3925918,3333.95,-17861.216978670003,0.0,45487,86,3761918,0.001,991.3131918334961,591.2897103881836
1106,3928173,3316.5,-17801.681318970004,0.0,45565,86,3765918,0.001,997.9760358428955,589.002248260498
1107,3932173,3316.5,-17977.419059620002,0.0,45639,86,3768173,0.001,1016.0873058513633,588.530788689032
1108,3936173,3341.41,-18191.036117630003,0.0,45738,86,3772173,0.001,1029.186553024292,590.1799201660157
1109,3937595,3315.63,-18083.174311400002,0.0,45810,85,3776173,0.001,985.9957715911866,587.6117331848144
1110,3941595,3323.32,-17969.30368538,0.0,45872,85,3777595,0.001,1031.309684313467,585.8764724838751
1111,3945595,3323.32,-18099.827876170002,0.0,45972,85,3781595,0.001,987.6571616363525,584.7761140441894
1112,3949595,3323.32,-18122.76589739,0.0,46076,85,3785595,0.001,981.7720949554443,585.5989049682618
1113,3953595,3323.32,-18083.75777306,0.0,46174,85,3789595,0.001,954.7031720886231,583.4443934020996
1114,3957595,3323.32,-17917.12685927,0.0,46271,85,3793595,0.001,1015.9836133880615,581.773095703125
1115,3961595,3323.32,-18156.3272292,0.0,46378,85,3797595,0.001,1012.6400221862793,583.1238263854981
1116,3965595,3323.32,-18152.528813330002,0.0,46476,85,3801595,0.001,960.7016393127442,580.7771890563965
1117,3969595,3323.32,-18052.412350090002,0.0,46572,85,3805595,0.001,1000.4258209991455,584.2932056884765
1118,3973595,3323.32,-17770.886755479998,0.0,46671,85,3809595,0.001,978.9680494995117,583.5599319152832
1119,3977595,3341.25,-18059.849030439997,0.0,46771,85,3813595,0.001,970.5750940856933,582.9526268310547
1120,3981595,3341.25,-18156.465382879996,0.0,46870,84,3817595,0.001,950.9169045562744,583.7971994323731
1121,3985595,3347.03,-18177.672921179998,0.0,46964,84,3821595,0.001,955.6367378387451,588.1966519775391
1122,3989595,3347.03,-18191.680019609998,0.0,47062,84,3825595,0.001,950.0777925720215,588.4289781494141
1123,3993595,3351.66,-18448.372410719996,0.0,47163,84,3829595,0.001,984.4630948486329,589.0276637268066
1124,3997595,3351.66,-18674.469160209996,0.0,47262,84,3833595,0.001,958.5533288269042,590.8644403991699
1125,4000674,3342.45,-18716.92282757,0.0,47351,84,3837595,0.001,947.6660658721923,589.1594953308105
1126,4004674,3342.45,-18786.86531675,0.0,47435,84,3840674,0.001,961.3827165961072,588.7665698559254
