rollout/ep_len_mean,time/total timesteps,time/episodes,time/fps,rollout/success rate,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
10000.0,1520000,152,61,0.0,-57414.28150391001,24569,3.262386178970337,15090,257.76787109375,0.001
10000.0,1530000,153,61,0.0,-57396.15001639,24734,4.091924357414245,15190,250.89382934570312,0.001
10000.0,1540000,154,61,0.0,-57428.563862150004,24899,3.2407445311546326,15290,266.6694396972656,0.001
10000.0,1550000,155,61,0.0,-57426.11512963001,25064,3.425926399230957,15390,266.1838439941406,0.001
10000.0,1560000,156,61,0.0,-57405.315184939995,25228,2.826430153846741,15490,274.5001708984375,0.001
10000.0,1570000,157,61,0.0,-57330.29784155,25393,4.1502532958984375,15590,261.9539520263672,0.001
10000.0,1580000,158,61,0.0,-57076.23622732,25558,3.0057935237884523,15690,267.25086975097656,0.001
10000.0,1590000,159,61,0.0,-56646.839416799994,25722,3.2002374053001406,15790,256.1944976806641,0.001
10000.0,1600000,160,61,0.0,-56360.08484831,25887,3.3575308203697203,15890,279.7070373535156,0.001
10000.0,1610000,161,61,0.0,-56420.31885180999,26052,2.7073603868484497,15990,272.06859436035154,0.001
10000.0,1620000,162,61,0.0,-56176.05503445,26216,2.492347538471222,16090,280.9007843017578,0.001
10000.0,1630000,163,61,0.0,-55774.41810557,26381,3.0988603830337524,16190,285.61533203125,0.001
10000.0,1640000,164,61,0.0,-55887.538649660004,26546,2.306885540485382,16290,282.3654479980469,0.001
10000.0,1650000,165,61,0.0,-55876.4968148,26710,2.7208988904953,16390,298.0586364746094,0.001
10000.0,1660000,166,61,0.0,-55874.52825965,26877,3.2641146183013916,16490,294.43036499023435,0.001
10000.0,1670000,167,61,0.0,-55929.37738353999,27043,3.6305877923965455,16590,294.48499755859376,0.001
10000.0,1680000,168,61,0.0,-56178.19119367,27209,3.5865654230117796,16690,298.2452819824219,0.001
10000.0,1690000,169,61,0.0,-56212.945738869996,27375,2.371160352230072,16790,296.2286743164062,0.001
10000.0,1700000,170,61,0.0,-55847.244830929994,27540,2.3499006748199465,16890,306.01421508789065,0.001
10000.0,1710000,171,61,0.0,-55790.87907669999,27704,2.240691840648651,16990,308.62591552734375,0.001
10000.0,1720000,172,61,0.0,-55881.89058110999,27871,1.9980631470680237,17090,318.16973876953125,0.001
10000.0,1730000,173,61,0.0,-55908.86024270999,28037,2.5862868070602416,17190,310.6213134765625,0.001
10000.0,1740000,174,61,0.0,-55897.767780789996,28201,2.573050796985626,17290,316.7112609863281,0.001
10000.0,1750000,175,61,0.0,-55492.41549741,28364,3.60487163066864,17390,321.34246826171875,0.001
10000.0,1760000,176,61,0.0,-55494.27709472,28531,2.04597949385643,17490,321.6585693359375,0.001
10000.0,1770000,177,61,0.0,-55505.547688290004,28696,2.043169152736664,17590,326.153125,0.001
10000.0,1780000,178,61,0.0,-55501.70104062001,28862,1.7374754190444945,17690,325.4379638671875,0.001
10000.0,1790000,179,61,0.0,-55504.48481165,29027,4.156004393100739,17790,331.3382202148438,0.001
10000.0,1800000,180,61,0.0,-55473.731738179995,29192,2.0884969234466553,17890,333.2232177734375,0.001
10000.0,1810000,181,61,0.0,-55930.475394580004,29358,1.836021113395691,17990,339.5394348144531,0.001
10000.0,1820000,182,61,0.0,-55939.20501255,29523,2.654466140270233,18090,343.9472717285156,0.001
10000.0,1830000,183,61,0.0,-55924.284169880004,29687,2.534633231163025,18190,347.9226135253906,0.001
10000.0,1840000,184,61,0.0,-55942.90083847,29851,1.7669718980789184,18290,349.7914672851563,0.001
10000.0,1850000,185,61,0.0,-55841.84483376998,30015,2.710194635391235,18390,351.49681396484374,0.001
10000.0,1860000,186,61,0.0,-55420.847413989984,30180,2.3885659337043763,18490,356.59752197265624,0.001
10000.0,1870000,187,61,0.0,-55521.944825679995,30344,2.955028700828552,18590,353.42767944335935,0.001
10000.0,1880000,188,61,0.0,-55502.81517429,30507,1.9646791458129882,18690,358.5560302734375,0.001
10000.0,1890000,189,61,0.0,-55548.771032389996,30672,3.1007697582244873,18790,358.7732238769531,0.001
10000.0,1900000,190,61,0.0,-55622.42879332,30838,2.1825242400169373,18890,364.15374145507815,0.001
10000.0,1910000,191,61,0.0,-55346.038832160004,31002,1.1144732177257537,18990,363.88990478515626,0.001
10000.0,1920000,192,61,0.0,-55100.15496625999,31166,1.0522606790065765,19090,363.05109252929685,0.001
10000.0,1930000,193,61,0.0,-55134.473526829985,31331,1.6270283639431,19190,363.9189880371094,0.001
10000.0,1940000,194,61,0.0,-55101.42888923999,31496,1.475084114074707,19290,363.4584228515625,0.001
10000.0,1950000,195,61,0.0,-55151.608380199985,31661,1.481754219532013,19390,364.1540832519531,0.001
10000.0,1960000,196,61,0.0,-55140.02298784999,31826,1.197208297252655,19490,364.56177978515626,0.001
10000.0,1970000,197,61,0.0,-55147.58494596,31991,2.3501588881015776,19590,365.36370849609375,0.001
10000.0,1980000,198,61,0.0,-55157.76355705,32156,0.8976329445838929,19690,366.4835571289062,0.001
10000.0,1990000,199,61,0.0,-55177.55314843001,32321,1.8022556543350219,19790,366.29576416015624,0.001
10000.0,2000000,200,61,0.0,-55178.898275670006,32488,1.1737680196762086,19890,367.2401550292969,0.001
